movie, genre, vector
Finding Nemo (2003),Comedy,-0.369233861276,-0.34898683906
Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action,-0.111779306232,-0.464518881519
Pirates of the Caribbean: The Curse of the Black Pearl (2003),Adventure,-0.111779306232,-0.464518881519
Pirates of the Caribbean: The Curse of the Black Pearl (2003),Comedy,-0.111779306232,-0.464518881519
Pirates of the Caribbean: The Curse of the Black Pearl (2003),Fantasy,-0.111779306232,-0.464518881519
Kill Bill: Vol. 1 (2003),Action,0.534013125468,0.580384224103
Kill Bill: Vol. 1 (2003),Crime,0.534013125468,0.580384224103
Kill Bill: Vol. 1 (2003),Thriller,0.534013125468,0.580384224103
"Lord of the Rings: The Return of the King,  The (2003)",Action,-0.0906330525568,-1.64461848691
"Lord of the Rings: The Return of the King,  The (2003)",Adventure,-0.0906330525568,-1.64461848691
"Lord of the Rings: The Return of the King,  The (2003)",Drama,-0.0906330525568,-1.64461848691
"Lord of the Rings: The Return of the King,  The (2003)",Fantasy,-0.0906330525568,-1.64461848691
Eternal Sunshine of the Spotless Mind (2004),Drama,0.874869286934,-0.219630535062
Eternal Sunshine of the Spotless Mind (2004),Romance,0.874869286934,-0.219630535062
Eternal Sunshine of the Spotless Mind (2004),Sci-Fi,0.874869286934,-0.219630535062
Kill Bill: Vol. 2 (2004),Action,0.527727121381,1.09385424299
Kill Bill: Vol. 2 (2004),Drama,0.527727121381,1.09385424299
Kill Bill: Vol. 2 (2004),Thriller,0.527727121381,1.09385424299
"Incredibles,  The (2004)",Action,-0.257711657799,-0.59957292752
"Incredibles,  The (2004)",Adventure,-0.257711657799,-0.59957292752
"Incredibles,  The (2004)",Animation,-0.257711657799,-0.59957292752
"Incredibles,  The (2004)",Children,-0.257711657799,-0.59957292752
"Incredibles,  The (2004)",Comedy,-0.257711657799,-0.59957292752
Batman Begins (2005),Action,0.243772053679,-0.500211359631
Batman Begins (2005),Crime,0.243772053679,-0.500211359631
Batman Begins (2005),IMAX,0.243772053679,-0.500211359631
"Dark Knight,  The (2008)",Action,0.4020919298,-1.40336602656
"Dark Knight,  The (2008)",Crime,0.4020919298,-1.40336602656
"Dark Knight,  The (2008)",Drama,0.4020919298,-1.40336602656
"Dark Knight,  The (2008)",IMAX,0.4020919298,-1.40336602656
Inception (2010),Action,0.908853566226,-0.846712748287
Inception (2010),Crime,0.908853566226,-0.846712748287
Inception (2010),Drama,0.908853566226,-0.846712748287
Inception (2010),Mystery,0.908853566226,-0.846712748287
Inception (2010),Sci-Fi,0.908853566226,-0.846712748287
Inception (2010),Thriller,0.908853566226,-0.846712748287
Inception (2010),IMAX,0.908853566226,-0.846712748287
