movie, genre, vector
"Matrix,  The (1999)",Thriller,1.46818625185,-0.090963796973
Star Wars: Episode I - The Phantom Menace (1999),Action,-1.35750916363,1.61496049863
Star Wars: Episode I - The Phantom Menace (1999),Adventure,-1.35750916363,1.61496049863
Star Wars: Episode I - The Phantom Menace (1999),Sci-Fi,-1.35750916363,1.61496049863
Austin Powers: The Spy Who Shagged Me (1999),Action,-0.433183512207,1.27304213313
Austin Powers: The Spy Who Shagged Me (1999),Adventure,-0.433183512207,1.27304213313
Austin Powers: The Spy Who Shagged Me (1999),Comedy,-0.433183512207,1.27304213313
Run Lola Run (Lola rennt) (1998),Action,1.10199925684,-0.66014397004
Run Lola Run (Lola rennt) (1998),Crime,1.10199925684,-0.66014397004
American Pie (1999),Comedy,-0.549708978309,1.39365889212
American Pie (1999),Romance,-0.549708978309,1.39365889212
"Blair Witch Project,  The (1999)",Drama,-1.17636681615,2.62757441109
"Blair Witch Project,  The (1999)",Horror,-1.17636681615,2.62757441109
"Blair Witch Project,  The (1999)",Thriller,-1.17636681615,2.62757441109
Ghostbusters (a.k.a. Ghost Busters) (1984),Action,0.0624099729945,-0.252121451835
Ghostbusters (a.k.a. Ghost Busters) (1984),Comedy,0.0624099729945,-0.252121451835
Ghostbusters (a.k.a. Ghost Busters) (1984),Sci-Fi,0.0624099729945,-0.252121451835
"Sixth Sense,  The (1999)",Drama,0.835709674469,0.136374592161
"Sixth Sense,  The (1999)",Horror,0.835709674469,0.136374592161
"Sixth Sense,  The (1999)",Mystery,0.835709674469,0.136374592161
Airplane! (1980),Comedy,-0.16849791317,-1.17982309117
Big (1988),Comedy,-0.093442726652,-0.212453990962
Big (1988),Drama,-0.093442726652,-0.212453990962
Big (1988),Fantasy,-0.093442726652,-0.212453990962
Big (1988),Romance,-0.093442726652,-0.212453990962
American Beauty (1999),Drama,1.02900769555,-0.744555130347
American Beauty (1999),Romance,1.02900769555,-0.744555130347
Total Recall (1990),Action,-0.538507722471,-0.058310619346
Total Recall (1990),Adventure,-0.538507722471,-0.058310619346
Total Recall (1990),Sci-Fi,-0.538507722471,-0.058310619346
Total Recall (1990),Thriller,-0.538507722471,-0.058310619346
Ferris Bueller's Day Off (1986),Comedy,1.31470166696,-0.143796735311
Fight Club (1999),Action,1.48285813404,-0.561154301784
Fight Club (1999),Crime,1.48285813404,-0.561154301784
Fight Club (1999),Drama,1.48285813404,-0.561154301784
Fight Club (1999),Thriller,1.48285813404,-0.561154301784
Who Framed Roger Rabbit? (1988),Adventure,-0.0829827873545,0.0103939446606
Who Framed Roger Rabbit? (1988),Animation,-0.0829827873545,0.0103939446606
Who Framed Roger Rabbit? (1988),Children,-0.0829827873545,0.0103939446606
Who Framed Roger Rabbit? (1988),Comedy,-0.0829827873545,0.0103939446606
Who Framed Roger Rabbit? (1988),Crime,-0.0829827873545,0.0103939446606
Who Framed Roger Rabbit? (1988),Fantasy,-0.0829827873545,0.0103939446606
Who Framed Roger Rabbit? (1988),Mystery,-0.0829827873545,0.0103939446606
Being John Malkovich (1999),Comedy,0.080849052032,-1.22562559213
Being John Malkovich (1999),Drama,0.080849052032,-1.22562559213
Being John Malkovich (1999),Fantasy,0.080849052032,-1.22562559213
Toy Story 2 (1999),Adventure,0.41957333646,0.339578373327
Toy Story 2 (1999),Animation,0.41957333646,0.339578373327
Toy Story 2 (1999),Children,0.41957333646,0.339578373327
Toy Story 2 (1999),Comedy,0.41957333646,0.339578373327
Toy Story 2 (1999),Fantasy,0.41957333646,0.339578373327
"Green Mile,  The (1999)",Crime,0.216866226155,0.416066670448
"Green Mile,  The (1999)",Drama,0.216866226155,0.416066670448
Erin Brockovich (2000),Drama,-0.873648120289,-0.030454512689
High Fidelity (2000),Comedy,0.415133837381,-0.945467331892
High Fidelity (2000),Drama,0.415133837381,-0.945467331892
High Fidelity (2000),Romance,0.415133837381,-0.945467331892
Gladiator (2000),Action,0.706147261939,0.49634898002
Gladiator (2000),Adventure,0.706147261939,0.49634898002
Gladiator (2000),Drama,0.706147261939,0.49634898002
Mission: Impossible II (2000),Action,-2.32908942287,1.53395267743
Mission: Impossible II (2000),Adventure,-2.32908942287,1.53395267743
Mission: Impossible II (2000),Thriller,-2.32908942287,1.53395267743
Chicken Run (2000),Animation,-1.02302454868,-0.214795396991
Chicken Run (2000),Children,-1.02302454868,-0.214795396991
Chicken Run (2000),Comedy,-1.02302454868,-0.214795396991
X-Men (2000),Action,-0.113228809311,1.14684967368
X-Men (2000),Adventure,-0.113228809311,1.14684967368
X-Men (2000),Sci-Fi,-0.113228809311,1.14684967368
Almost Famous (2000),Drama,0.0610321772167,-1.06063031755
Meet the Parents (2000),Comedy,-0.624279554083,-0.220880244313
"Crouching Tiger,  Hidden Dragon (Wo hu cang long) (2000)",Action,-0.109574527642,-1.01892422203
"Crouching Tiger,  Hidden Dragon (Wo hu cang long) (2000)",Drama,-0.109574527642,-1.01892422203
"Crouching Tiger,  Hidden Dragon (Wo hu cang long) (2000)",Romance,-0.109574527642,-1.01892422203
Snatch (2000),Comedy,1.22972005542,0.685114154538
Snatch (2000),Crime,1.22972005542,0.685114154538
Snatch (2000),Thriller,1.22972005542,0.685114154538
Cast Away (2000),Drama,-0.445625313585,-0.0597799297457
"O Brother,  Where Art Thou? (2000)",Adventure,-0.0229921565384,-0.948555541286
"O Brother,  Where Art Thou? (2000)",Comedy,-0.0229921565384,-0.948555541286
"O Brother,  Where Art Thou? (2000)",Crime,-0.0229921565384,-0.948555541286
Memento (2000),Mystery,1.13597832173,-0.789869181738
Memento (2000),Thriller,1.13597832173,-0.789869181738
Shrek (2001),Adventure,0.390489432299,0.576189104667
Shrek (2001),Animation,0.390489432299,0.576189104667
Shrek (2001),Children,0.390489432299,0.576189104667
Shrek (2001),Comedy,0.390489432299,0.576189104667
Shrek (2001),Fantasy,0.390489432299,0.576189104667
Shrek (2001),Romance,0.390489432299,0.576189104667
Donnie Darko (2001),Drama,1.09744393771,-0.263010823123
Donnie Darko (2001),Mystery,1.09744393771,-0.263010823123
Donnie Darko (2001),Sci-Fi,1.09744393771,-0.263010823123
Donnie Darko (2001),Thriller,1.09744393771,-0.263010823123
"Monsters,  Inc. (2001)",Adventure,0.310783567015,0.0535327231312
"Monsters,  Inc. (2001)",Animation,0.310783567015,0.0535327231312
"Monsters,  Inc. (2001)",Children,0.310783567015,0.0535327231312
"Monsters,  Inc. (2001)",Comedy,0.310783567015,0.0535327231312
"Monsters,  Inc. (2001)",Fantasy,0.310783567015,0.0535327231312
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure,-0.251426922802,1.03059999949
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Children,-0.251426922802,1.03059999949
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Fantasy,-0.251426922802,1.03059999949
Ocean's Eleven (2001),Crime,-0.190225837207,-0.166684572256
Ocean's Eleven (2001),Thriller,-0.190225837207,-0.166684572256
"Amelie (Fabuleux destin d'Amélie Poulain,  Le) (2001)",Comedy,1.34128994394,-0.713987735236
"Amelie (Fabuleux destin d'Amélie Poulain,  Le) (2001)",Romance,1.34128994394,-0.713987735236
"Lord of the Rings: The Fellowship of the Ring,  The (2001)",Adventure,1.70368945884,0.044239106928
"Lord of the Rings: The Fellowship of the Ring,  The (2001)",Fantasy,1.70368945884,0.044239106928
"Beautiful Mind,  A (2001)",Drama,0.0450135140228,-0.291481665651
"Beautiful Mind,  A (2001)",Romance,0.0450135140228,-0.291481665651
Spider-Man (2002),Action,-0.0863726132579,0.781551060726
Spider-Man (2002),Adventure,-0.0863726132579,0.781551060726
Spider-Man (2002),Sci-Fi,-0.0863726132579,0.781551060726
Spider-Man (2002),Thriller,-0.0863726132579,0.781551060726
Star Wars: Episode II - Attack of the Clones (2002),Action,-1.04217864385,1.95916050642
Star Wars: Episode II - Attack of the Clones (2002),Adventure,-1.04217864385,1.95916050642
Star Wars: Episode II - Attack of the Clones (2002),Sci-Fi,-1.04217864385,1.95916050642
Star Wars: Episode II - Attack of the Clones (2002),IMAX,-1.04217864385,1.95916050642
"Bourne Identity,  The (2002)",Action,0.0987755787413,0.163593157234
"Bourne Identity,  The (2002)",Mystery,0.0987755787413,0.163593157234
"Bourne Identity,  The (2002)",Thriller,0.0987755787413,0.163593157234
Minority Report (2002),Action,-0.189163550611,0.286893928747
Minority Report (2002),Crime,-0.189163550611,0.286893928747
Minority Report (2002),Mystery,-0.189163550611,0.286893928747
Minority Report (2002),Sci-Fi,-0.189163550611,0.286893928747
Minority Report (2002),Thriller,-0.189163550611,0.286893928747
Harry Potter and the Chamber of Secrets (2002),Adventure,0.00519414481848,1.11913971829
Harry Potter and the Chamber of Secrets (2002),Fantasy,0.00519414481848,1.11913971829
"Lord of the Rings: The Two Towers,  The (2002)",Adventure,1.59678762622,0.244604405093
"Lord of the Rings: The Two Towers,  The (2002)",Fantasy,1.59678762622,0.244604405093
Catch Me If You Can (2002),Crime,0.040877950198,-0.317919408636
Catch Me If You Can (2002),Drama,0.040877950198,-0.317919408636
X2: X-Men United (2003),Action,-0.0943673712423,0.610244438115
X2: X-Men United (2003),Adventure,-0.0943673712423,0.610244438115
X2: X-Men United (2003),Sci-Fi,-0.0943673712423,0.610244438115
X2: X-Men United (2003),Thriller,-0.0943673712423,0.610244438115
"Matrix Reloaded,  The (2003)",Action,-0.839997573139,1.24241247462
"Matrix Reloaded,  The (2003)",Adventure,-0.839997573139,1.24241247462
"Matrix Reloaded,  The (2003)",Sci-Fi,-0.839997573139,1.24241247462
"Matrix Reloaded,  The (2003)",Thriller,-0.839997573139,1.24241247462
"Matrix Reloaded,  The (2003)",IMAX,-0.839997573139,1.24241247462
Finding Nemo (2003),Adventure,0.124671538024,0.20716459548
Finding Nemo (2003),Animation,0.124671538024,0.20716459548
Finding Nemo (2003),Children,0.124671538024,0.20716459548
Finding Nemo (2003),Comedy,0.124671538024,0.20716459548
Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action,0.227167795759,0.0811964460726
Pirates of the Caribbean: The Curse of the Black Pearl (2003),Adventure,0.227167795759,0.0811964460726
Pirates of the Caribbean: The Curse of the Black Pearl (2003),Comedy,0.227167795759,0.0811964460726
Pirates of the Caribbean: The Curse of the Black Pearl (2003),Fantasy,0.227167795759,0.0811964460726
Lost in Translation (2003),Comedy,-0.203137498069,-1.29624187945
Lost in Translation (2003),Drama,-0.203137498069,-1.29624187945
Lost in Translation (2003),Romance,-0.203137498069,-1.29624187945
Kill Bill: Vol. 1 (2003),Action,0.768921085057,0.41315770887
Kill Bill: Vol. 1 (2003),Crime,0.768921085057,0.41315770887
Kill Bill: Vol. 1 (2003),Thriller,0.768921085057,0.41315770887
"Lord of the Rings: The Return of the King,  The (2003)",Action,1.63639074643,0.334378116552
"Lord of the Rings: The Return of the King,  The (2003)",Adventure,1.63639074643,0.334378116552
"Lord of the Rings: The Return of the King,  The (2003)",Drama,1.63639074643,0.334378116552
"Lord of the Rings: The Return of the King,  The (2003)",Fantasy,1.63639074643,0.334378116552
Eternal Sunshine of the Spotless Mind (2004),Drama,0.62803317892,-0.807332994933
Eternal Sunshine of the Spotless Mind (2004),Romance,0.62803317892,-0.807332994933
Eternal Sunshine of the Spotless Mind (2004),Sci-Fi,0.62803317892,-0.807332994933
Kill Bill: Vol. 2 (2004),Action,0.740297620317,1.01074524646
Kill Bill: Vol. 2 (2004),Drama,0.740297620317,1.01074524646
Kill Bill: Vol. 2 (2004),Thriller,0.740297620317,1.01074524646
Shrek 2 (2004),Adventure,-0.401684972154,0.519975685793
Shrek 2 (2004),Animation,-0.401684972154,0.519975685793
Shrek 2 (2004),Children,-0.401684972154,0.519975685793
Shrek 2 (2004),Comedy,-0.401684972154,0.519975685793
Shrek 2 (2004),Musical,-0.401684972154,0.519975685793
Shrek 2 (2004),Romance,-0.401684972154,0.519975685793
Harry Potter and the Prisoner of Azkaban (2004),Adventure,-0.00618292304187,0.4955987607
Harry Potter and the Prisoner of Azkaban (2004),Fantasy,-0.00618292304187,0.4955987607
Harry Potter and the Prisoner of Azkaban (2004),IMAX,-0.00618292304187,0.4955987607
Spider-Man 2 (2004),Action,0.409249990625,1.05228636144
Spider-Man 2 (2004),Adventure,0.409249990625,1.05228636144
Spider-Man 2 (2004),Sci-Fi,0.409249990625,1.05228636144
Spider-Man 2 (2004),IMAX,0.409249990625,1.05228636144
"Incredibles,  The (2004)",Action,0.543986832704,0.258052828853
"Incredibles,  The (2004)",Adventure,0.543986832704,0.258052828853
"Incredibles,  The (2004)",Animation,0.543986832704,0.258052828853
"Incredibles,  The (2004)",Children,0.543986832704,0.258052828853
"Incredibles,  The (2004)",Comedy,0.543986832704,0.258052828853
Sin City (2005),Action,0.478696310885,-0.0478790880043
Sin City (2005),Crime,0.478696310885,-0.0478790880043
Sin City (2005),Film-Noir,0.478696310885,-0.0478790880043
Sin City (2005),Mystery,0.478696310885,-0.0478790880043
Sin City (2005),Thriller,0.478696310885,-0.0478790880043
Batman Begins (2005),Action,0.376786866433,-0.439544242065
Batman Begins (2005),Crime,0.376786866433,-0.439544242065
Batman Begins (2005),IMAX,0.376786866433,-0.439544242065
"Departed,  The (2006)",Crime,0.666326652039,-0.623288343583
"Departed,  The (2006)",Drama,0.666326652039,-0.623288343583
"Departed,  The (2006)",Thriller,0.666326652039,-0.623288343583
"Dark Knight,  The (2008)",Action,1.55289917406,-0.262834828802
"Dark Knight,  The (2008)",Crime,1.55289917406,-0.262834828802
"Dark Knight,  The (2008)",Drama,1.55289917406,-0.262834828802
"Dark Knight,  The (2008)",IMAX,1.55289917406,-0.262834828802
Inception (2010),Action,1.16552260791,-0.635239904777
Inception (2010),Crime,1.16552260791,-0.635239904777
Inception (2010),Drama,1.16552260791,-0.635239904777
Inception (2010),Mystery,1.16552260791,-0.635239904777
Inception (2010),Sci-Fi,1.16552260791,-0.635239904777
Inception (2010),Thriller,1.16552260791,-0.635239904777
Inception (2010),IMAX,1.16552260791,-0.635239904777
